"Topdown metrics are reported in ""% slots""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profile Time: 2025/10/25 17:29:00:430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORE METRICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3 METRICS,,,
System (Aggregated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System (Aggregated),,,
Utilization (%),System time (%),User time (%),System instructions (%),User instructions (%),Eff Freq (MHz),IPC (Sys + User),IPC (Sys),IPC (User),CPI (Sys + User),CPI (Sys),CPI (User),Giga Instructions Per Sec,Locked Instructions (pti),Retired Branches (pti),Retired Branches Mispredicted (pti),Retired SSE/AVX Flops(GFLOPs),FP Dispatch Faults (pti),IC Fetch Miss Ratio,Op Cache Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from L2 HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from L2 HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from L2 HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency (ns)
11.51,10.24,85.58,1.83,98.17,4539.8,2.73,0.47,3,0.37,2.14,0.33,16.4,0,200.78,1.38,0.01,0,0.17,0.03,12.58,2.14,461.68,2.72,1.57,1.07,0.21,0.32,0.09,0.1,0.12,2.43,1.52,0.83,0.09,8504509,4892108,57.52,108.71
99.95,2.79,96.75,0.75,99.25,4874.1,2.06,0.55,2.11,0.48,1.82,0.47,120.04,0,200.71,1.12,0.08,0,0.22,0.02,5.05,1.13,444.36,6.81,0.87,5.76,0.16,0.17,0.02,0.04,0.11,6.56,0.84,5.68,0.05,29240168,18154632,62.09,110.13
99.95,2.73,96.81,0.73,99.27,4846.47,2.06,0.55,2.1,0.49,1.82,0.48,119.17,0,200.53,1.13,0.08,0,0.22,0.02,5.06,1.11,443.86,6.78,0.84,5.8,0.14,0.16,0.02,0.04,0.1,6.58,0.83,5.71,0.04,28016046,16190816,57.79,116.03
99.95,2.59,96.93,0.71,99.29,4845.61,2.07,0.57,2.11,0.48,1.76,0.47,119.58,0,200.82,1.1,0.08,0,0.23,0.02,5.04,1.14,444.15,6.8,0.86,5.78,0.14,0.15,0.01,0.03,0.11,6.59,0.84,5.71,0.03,24615086,14179026,57.6,114.15
99.95,2.45,97.08,0.7,99.3,4846.63,2.07,0.59,2.11,0.48,1.7,0.47,119.8,0,200.89,1.11,0.08,0,0.22,0.02,5.19,1.14,446.19,6.75,0.87,5.73,0.15,0.16,0.01,0.03,0.12,6.54,0.86,5.65,0.03,26181344,14983054,57.23,117.42
99.95,2.42,97.12,0.68,99.32,4840.94,2.06,0.58,2.09,0.49,1.73,0.48,118.85,0,199.67,1.08,0.08,0,0.22,0.02,5.3,1.17,450.95,6.57,0.87,5.49,0.22,0.17,0.02,0.03,0.12,6.38,0.86,5.42,0.1,25588310,13790001,53.89,112.97
99.94,3.1,96.4,1.02,98.98,4839.02,1.95,0.64,1.99,0.51,1.57,0.5,112.33,0,193.33,1,0.06,0,0.18,0.02,5.81,1.04,487.5,6.22,0.78,4.8,0.65,0.25,0.02,0.04,0.19,5.89,0.76,4.68,0.45,37237851,21270379,57.12,113.63
99.88,4.9,94.39,2.19,97.81,4860.05,1.57,0.7,1.61,0.64,1.44,0.62,90.77,0,165.63,0.58,0,0,0.03,0.02,7.46,0.23,638.56,5.71,0.2,3.03,2.48,0.69,0.04,0.09,0.56,4.91,0.18,2.81,1.92,79535644,49617259,62.38,113.63
99.88,4.94,94.36,2.22,97.78,4854.84,1.57,0.7,1.61,0.64,1.43,0.62,90.62,0,165.35,0.64,0,0,0.03,0.02,7.47,0.25,641.31,5.6,0.22,2.98,2.38,0.69,0.03,0.08,0.58,4.74,0.19,2.75,1.8,80657501,52455687,65.04,113.84
99.86,12.05,86.96,5.33,94.67,4871.53,1.54,0.67,1.66,0.65,1.49,0.6,88.79,0,143.49,1.48,0,0,0.03,0.04,14.99,0.4,654.12,5.82,0.36,3.77,1.62,1.29,0.06,0.15,1.08,4.12,0.3,3.29,0.53,150369972,130148115,86.55,149.3
99.95,0.43,99.08,0.17,99.83,4850.17,1.54,0.59,1.54,0.65,1.71,0.65,89.02,0,175.93,0.88,0.05,0,0.03,0.01,1.6,0.06,685.02,2.22,0.05,1.46,0.7,0.49,0.02,0.02,0.45,1.72,0.03,1.44,0.24,47617820,22929505,48.15,98.82
99.94,0.35,99.15,0.12,99.88,4849.2,1.54,0.53,1.55,0.65,1.88,0.65,89.27,0,176.8,0.87,0.05,0,0.04,0.01,1.54,0.06,682.95,2.32,0.07,1.56,0.72,0.49,0.01,0.02,0.46,1.8,0.03,1.51,0.26,47081133,20154087,42.81,97.57
99.95,0.34,99.16,0.12,99.88,4849.2,1.53,0.53,1.54,0.65,1.89,0.65,88.66,0,176.09,0.92,0.04,0,0.04,0.01,1.52,0.06,688.89,2.26,0.04,1.47,0.72,0.49,0.01,0.02,0.46,1.74,0.03,1.46,0.26,47238831,20723515,43.87,98.57
99.94,0.36,99.13,0.12,99.88,4848.47,1.54,0.52,1.55,0.65,1.93,0.65,89.26,0,176.6,0.84,0.05,0,0.04,0.01,1.5,0.06,682.17,2.22,0.05,1.48,0.69,0.47,0.01,0.02,0.45,1.73,0.03,1.46,0.25,47228593,20734588,43.9,97.78
99.95,0.31,99.19,0.11,99.89,4849.09,1.55,0.56,1.55,0.65,1.78,0.65,89.43,0,176.8,0.84,0.05,0,0.04,0.01,1.53,0.06,682.47,2.28,0.04,1.51,0.72,0.5,0.02,0.02,0.46,1.78,0.03,1.49,0.26,47394128,20008071,42.22,97.31
99.95,0.32,99.18,0.12,99.88,4846.21,1.53,0.55,1.54,0.65,1.82,0.65,88.67,0,175.91,0.92,0.05,0,0.04,0.01,1.51,0.06,689.77,2.14,0.04,1.43,0.69,0.48,0.01,0.02,0.45,1.65,0.03,1.39,0.24,47824926,21714196,45.4,99.39
99.95,0.32,99.18,0.11,99.89,4845.49,1.55,0.54,1.55,0.65,1.84,0.65,89.35,0,176.46,0.83,0.05,0,0.04,0.01,1.54,0.06,683.51,2.36,0.05,1.56,0.78,0.49,0.02,0.02,0.46,1.91,0.04,1.55,0.32,47866073,20844468,43.55,97.09
99.94,0.34,99.16,0.12,99.88,4844.66,1.54,0.53,1.54,0.65,1.87,0.65,88.83,0,174.5,0.89,0.05,0,0.04,0.01,1.71,0.07,687.29,2.85,0.05,1.82,1.01,0.49,0.01,0.02,0.46,2.35,0.03,1.76,0.55,50629781,24482652,48.36,97.69
99.95,0.38,99.14,0.12,99.88,4840.65,1.6,0.49,1.61,0.62,2.03,0.62,92.73,0,153.91,0.49,0.07,0,0.05,0.01,3.27,0.17,675.96,12.03,0.07,5.83,6.11,0.73,0.03,0.04,0.66,11.23,0.04,5.73,5.46,84410190,61819760,73.24,97.03
99.94,0.4,99.1,0.13,99.87,4843.82,1.54,0.49,1.55,0.65,2.03,0.65,89.2,0,176.77,0.83,0.05,0,0.03,0.01,1.48,0.05,681.42,2.18,0.07,1.46,0.69,0.48,0.01,0.02,0.45,1.69,0.03,1.41,0.24,46716852,20365096,43.59,96.6
99.95,0.37,99.14,0.12,99.88,4841.69,1.54,0.51,1.54,0.65,1.96,0.65,88.77,0,176.36,0.9,0.05,0,0.04,0.01,1.52,0.06,685.61,2.22,0.04,1.43,0.74,0.5,0.01,0.02,0.47,1.69,0.03,1.39,0.27,47369213,20776201,43.86,96.9
99.95,0.32,99.19,0.11,99.89,4842.19,1.54,0.55,1.54,0.65,1.82,0.65,89.07,0,176.37,0.86,0.05,0,0.04,0.01,1.5,0.06,684.02,2.15,0.04,1.38,0.71,0.49,0.01,0.02,0.46,1.64,0.03,1.36,0.25,46541450,20786804,44.66,96.37
99.94,0.32,99.18,0.11,99.89,4836.65,1.54,0.54,1.55,0.65,1.84,0.65,89.12,0,176.86,0.83,0.05,0,0.04,0.01,1.52,0.06,681.88,2.21,0.04,1.44,0.72,0.49,0.01,0.02,0.46,1.7,0.03,1.42,0.26,47505609,19908655,41.91,97.17
99.94,0.34,99.16,0.12,99.88,4834.01,1.53,0.55,1.53,0.65,1.83,0.65,88.31,0,175.93,0.94,0.05,0,0.04,0.01,1.49,0.05,688.12,2.15,0.04,1.39,0.72,0.5,0.02,0.02,0.47,1.62,0.03,1.33,0.25,46399128,20129980,43.38,97.41
99.95,0.34,99.17,0.12,99.88,4837.76,1.54,0.54,1.54,0.65,1.86,0.65,88.99,0,176.47,0.88,0.05,0,0.03,0.01,1.48,0.05,684.23,2.07,0.05,1.37,0.68,0.48,0.02,0.02,0.44,1.61,0.03,1.33,0.24,46987709,20427906,43.47,96.63
99.95,0.32,99.18,0.12,99.88,4838.53,1.54,0.55,1.55,0.65,1.83,0.65,89.05,0,175.92,0.85,0.05,0,0.04,0.01,1.6,0.06,684.32,2.47,0.04,1.56,0.88,0.5,0.01,0.02,0.47,1.95,0.03,1.52,0.41,48621800,21871874,44.98,96.85
99.95,0.32,99.19,0.12,99.88,4835.51,1.54,0.55,1.54,0.65,1.82,0.65,88.92,0,174.79,0.87,0.05,0,0.04,0.01,1.66,0.06,686.49,2.57,0.05,1.6,0.94,0.51,0.02,0.02,0.47,2.05,0.03,1.55,0.47,48736325,24323167,49.91,97.5
99.95,0.37,99.15,0.13,99.87,4831.58,1.61,0.54,1.61,0.62,1.86,0.62,92.77,0,153.39,0.49,0.07,0,0.05,0.01,3.39,0.18,675.34,11.72,0.07,5.66,5.92,0.7,0.03,0.04,0.63,10.85,0.04,5.53,5.29,83931424,60797959,72.44,96.68
99.95,0.38,99.12,0.14,99.86,4836.37,1.54,0.55,1.55,0.65,1.82,0.65,88.97,0,176.53,0.88,0.05,0,0.04,0.01,1.49,0.05,685.54,2.11,0.04,1.36,0.71,0.48,0.01,0.02,0.45,1.62,0.03,1.34,0.26,48085641,20963061,43.6,98.84
99.95,0.32,99.18,0.12,99.88,4834.38,1.54,0.54,1.54,0.65,1.84,0.65,88.57,0,176.16,0.9,0.05,0,0.04,0.01,1.52,0.06,687.27,2.05,0.04,1.31,0.69,0.48,0.01,0.02,0.45,1.56,0.03,1.29,0.24,47348375,21596887,45.61,98.55
99.95,0.35,99.15,0.12,99.88,4835.27,1.54,0.52,1.54,0.65,1.91,0.65,88.94,0,176.62,0.85,0.05,0,0.04,0.01,1.53,0.06,684.49,2.12,0.04,1.34,0.72,0.49,0.01,0.02,0.47,1.6,0.03,1.32,0.25,47135111,20408903,43.3,97.23
99.94,0.36,99.13,0.13,99.87,4834.65,1.54,0.54,1.54,0.65,1.86,0.65,88.68,0,176.37,0.89,0.05,0,0.04,0.01,1.52,0.06,686.27,2.1,0.05,1.33,0.72,0.5,0.01,0.02,0.46,1.58,0.03,1.3,0.25,47365882,20770042,43.85,98.11
99.95,0.34,99.17,0.12,99.88,4835.95,1.54,0.55,1.54,0.65,1.82,0.65,88.94,0,176.32,0.87,0.05,0,0.03,0.01,1.48,0.05,684.46,2.11,0.05,1.33,0.71,0.49,0.01,0.02,0.45,1.59,0.03,1.3,0.26,46948243,20702691,44.1,98.14
99.95,0.37,99.14,0.12,99.88,4830.14,1.54,0.52,1.55,0.65,1.93,0.65,88.9,0,176.66,0.86,0.05,0,0.03,0.01,1.47,0.05,683.85,2.1,0.04,1.35,0.71,0.49,0.01,0.02,0.46,1.61,0.03,1.33,0.25,47126566,20126880,42.71,97.87
99.95,0.33,99.18,0.12,99.88,4828.43,1.54,0.53,1.54,0.65,1.87,0.65,88.63,0,175.09,0.87,0.05,0,0.04,0.01,1.64,0.06,686.89,2.5,0.07,1.51,0.93,0.51,0.02,0.02,0.47,1.97,0.03,1.48,0.46,48449526,22668321,46.79,98.13
99.95,0.33,99.18,0.12,99.88,4833.96,1.54,0.54,1.55,0.65,1.85,0.65,89.08,0,175.59,0.83,0.05,0,0.04,0.01,1.63,0.06,682.7,2.5,0.05,1.56,0.89,0.49,0.01,0.02,0.46,1.98,0.03,1.52,0.43,47932385,22943103,47.87,96.3
99.95,0.39,99.12,0.12,99.88,4829.85,1.61,0.49,1.61,0.62,2.05,0.62,92.64,0,153.92,0.48,0.07,0,0.05,0.01,3.36,0.16,675.47,11.53,0.06,5.74,5.77,0.69,0.03,0.04,0.62,10.71,0.03,5.53,5.14,84019956,61028363,72.64,96.43
99.95,0.3,99.21,0.11,99.89,4829.67,1.54,0.57,1.54,0.65,1.77,0.65,88.5,0,176.13,0.91,0.05,0,0.03,0.01,1.47,0.05,689.04,2.03,0.04,1.29,0.7,0.48,0.01,0.02,0.45,1.55,0.03,1.28,0.25,46497056,20623174,44.35,97.84
99.95,0.31,99.2,0.11,99.89,4831.51,1.54,0.56,1.55,0.65,1.79,0.65,88.95,0,176.66,0.85,0.05,0,0.04,0.01,1.54,0.06,683.34,2.14,0.04,1.33,0.72,0.49,0.01,0.02,0.46,1.6,0.03,1.32,0.26,46497495,19787297,42.56,96.66
99.94,0.37,99.13,0.12,99.88,4830.08,1.54,0.5,1.54,0.65,1.99,0.65,88.72,0,176.54,0.84,0.05,0,0.03,0.01,1.48,0.05,685.53,2.09,0.04,1.35,0.71,0.5,0.02,0.02,0.46,1.61,0.03,1.33,0.25,47681387,20286580,42.55,98.34
99.95,0.32,99.18,0.11,99.89,4829.3,1.54,0.54,1.54,0.65,1.85,0.65,88.78,0,176.32,0.85,0.05,0,0.04,0.01,1.59,0.07,684.32,2.08,0.06,1.36,0.7,0.5,0.02,0.02,0.46,1.6,0.04,1.31,0.24,46529244,20509349,44.08,97
99.95,0.34,99.17,0.12,99.88,4826.17,1.54,0.53,1.55,0.65,1.87,0.65,88.84,0,176.68,0.85,0.05,0,0.04,0.01,1.49,0.05,683.3,2.13,0.04,1.36,0.72,0.49,0.01,0.02,0.46,1.62,0.03,1.33,0.26,47758582,20252064,42.41,97.87
99.95,0.3,99.2,0.11,99.89,4832.74,1.54,0.56,1.54,0.65,1.78,0.65,88.78,0,176.3,0.87,0.05,0,0.04,0.01,1.5,0.06,684.98,2.06,0.04,1.32,0.71,0.49,0.01,0.02,0.46,1.56,0.03,1.28,0.25,47070595,20211087,42.94,97.28
99.95,0.32,99.19,0.11,99.89,4827.73,1.55,0.54,1.55,0.65,1.84,0.64,89.15,0,175.08,0.83,0.05,0,0.04,0.01,1.7,0.07,683.36,2.64,0.05,1.61,0.98,0.49,0.01,0.02,0.46,2.13,0.03,1.58,0.52,49042575,23718571,48.36,96.95
99.95,0.34,99.17,0.12,99.88,4823.36,1.54,0.53,1.54,0.65,1.88,0.65,88.73,0,175.75,0.87,0.05,0,0.04,0.01,1.62,0.07,683.74,2.49,0.04,1.56,0.89,0.51,0.01,0.02,0.47,1.98,0.03,1.54,0.42,48518532,22158417,45.67,96.89
99.95,0.35,99.17,0.11,99.89,4825.8,1.6,0.51,1.61,0.62,1.98,0.62,92.35,0,153.69,0.51,0.07,0,0.05,0.01,3.53,0.17,677.43,11.67,0.09,5.77,5.81,0.71,0.03,0.05,0.63,10.73,0.04,5.51,5.18,84178398,61536554,73.1,96.41
99.95,0.32,99.19,0.11,99.89,4827.64,1.54,0.55,1.54,0.65,1.81,0.65,88.75,0,176.42,0.87,0.05,0,0.04,0.01,1.52,0.06,684.71,2.14,0.04,1.42,0.7,0.48,0.01,0.02,0.45,1.65,0.03,1.37,0.25,46393760,20483992,44.15,97.62
99.95,0.34,99.17,0.12,99.88,4826.52,1.54,0.54,1.54,0.65,1.85,0.65,88.7,0,176.6,0.87,0.05,0,0.04,0.01,1.49,0.05,684.54,2.15,0.05,1.42,0.71,0.49,0.02,0.02,0.46,1.67,0.03,1.38,0.25,47468332,20464260,43.11,97.79
99.94,0.35,99.14,0.13,99.87,4825.33,1.54,0.55,1.54,0.65,1.83,0.65,88.39,0,176.12,0.9,0.05,0,0.05,0.01,1.55,0.08,688.55,2.15,0.05,1.37,0.71,0.5,0.02,0.02,0.47,1.61,0.03,1.34,0.24,47011406,20584493,43.79,99.03
99.95,0.35,99.15,0.12,99.88,4826.47,1.55,0.53,1.55,0.65,1.9,0.65,89.09,0,176.82,0.81,0.05,0,0.03,0.01,1.47,0.05,681.32,2.23,0.05,1.45,0.73,0.49,0.01,0.02,0.46,1.71,0.03,1.42,0.26,47001603,19901139,42.34,97.15
99.95,0.38,99.13,0.14,99.86,4826.27,1.54,0.56,1.54,0.65,1.8,0.65,88.58,0,176.3,0.89,0.05,0,0.04,0.01,1.53,0.06,686.18,2.13,0.05,1.43,0.7,0.48,0.01,0.02,0.45,1.65,0.04,1.37,0.25,47122978,20211650,42.89,98.25
99.95,0.38,99.12,0.13,99.87,4827.35,1.54,0.51,1.54,0.65,1.97,0.65,88.5,0,176.25,0.88,0.05,0,0.04,0.01,1.52,0.06,686.14,2.13,0.05,1.37,0.7,0.5,0.02,0.02,0.46,1.63,0.04,1.35,0.24,47492926,21253871,44.75,97.74
99.95,0.38,99.13,0.12,99.88,4828.71,1.55,0.5,1.55,0.65,1.99,0.65,89.1,0,174.86,0.83,0.05,0,0.04,0.01,1.74,0.07,682.06,2.92,0.04,1.8,1.08,0.5,0.02,0.02,0.46,2.41,0.03,1.77,0.62,50428690,24747075,49.07,97.09
99.95,0.37,99.14,0.12,99.88,4824.74,1.54,0.52,1.55,0.65,1.92,0.65,88.92,0,174.86,0.85,0.05,0,0.04,0.01,1.66,0.07,684.68,2.89,0.06,1.72,1.07,0.52,0.02,0.02,0.48,2.34,0.03,1.72,0.59,49811657,23722811,47.63,96.11
99.95,0.34,99.19,0.11,99.89,4824.46,1.59,0.51,1.59,0.63,1.94,0.63,91.55,0,154.62,0.59,0.07,0,0.05,0.01,3.34,0.17,681.2,10.77,0.1,5.41,5.28,0.68,0.03,0.04,0.61,9.92,0.05,5.2,4.67,80370168,58391033,72.65,96.15
99.95,0.34,99.17,0.12,99.88,4826.9,1.54,0.53,1.55,0.65,1.87,0.65,88.89,0,176.78,0.83,0.05,0,0.03,0.01,1.47,0.05,681.92,2.22,0.05,1.48,0.71,0.49,0.01,0.02,0.46,1.73,0.03,1.44,0.26,46992771,20406187,43.42,97.11
99.95,0.34,99.17,0.12,99.88,4827,1.53,0.54,1.54,0.65,1.86,0.65,88.41,0,176.25,0.92,0.05,0,0.04,0.01,1.5,0.06,688.12,2.19,0.05,1.41,0.72,0.5,0.01,0.02,0.47,1.65,0.03,1.37,0.26,47514642,20831320,43.84,97.65
99.95,0.31,99.2,0.11,99.89,4827.19,1.54,0.56,1.54,0.65,1.79,0.65,88.83,0,176.45,0.85,0.05,0,0.03,0.01,1.47,0.05,684.28,2.18,0.04,1.44,0.7,0.49,0.01,0.02,0.46,1.66,0.03,1.4,0.24,46088292,20795525,45.12,96.28
99.95,0.33,99.17,0.12,99.88,4826.01,1.54,0.54,1.54,0.65,1.85,0.65,88.79,0,176.66,0.88,0.05,0,0.04,0.01,1.55,0.07,683.58,2.28,0.05,1.5,0.73,0.49,0.01,0.02,0.46,1.76,0.03,1.47,0.26,47538915,20668821,43.48,97.46
99.95,0.33,99.17,0.12,99.88,4827.13,1.54,0.54,1.54,0.65,1.84,0.65,88.43,0,176.08,0.89,0.05,0,0.04,0.01,1.49,0.06,688.52,2.11,0.05,1.41,0.68,0.49,0.01,0.02,0.45,1.67,0.03,1.41,0.23,47409401,21698330,45.77,98.86
99.95,0.35,99.15,0.13,99.87,4825.15,1.54,0.55,1.55,0.65,1.82,0.65,88.9,0,176.75,0.86,0.05,0,0.04,0.01,1.56,0.07,682.76,2.27,0.06,1.5,0.7,0.49,0.02,0.02,0.45,1.76,0.04,1.47,0.25,47963139,21721716,45.29,96.5
99.95,0.35,99.16,0.12,99.88,4824.77,1.54,0.52,1.55,0.65,1.91,0.65,88.94,0,174.47,0.84,0.05,0,0.04,0.01,1.74,0.06,683.97,3.03,0.07,1.91,1.11,0.5,0.02,0.02,0.46,2.52,0.03,1.84,0.64,51072537,25885902,50.68,97.3
99.95,0.39,99.12,0.13,99.87,4825.63,1.55,0.51,1.56,0.64,1.95,0.64,89.46,0,171.52,0.79,0.05,0,0.04,0.01,2.04,0.08,682.25,4.3,0.04,2.45,1.81,0.52,0.01,0.02,0.48,3.72,0.03,2.36,1.33,54941905,29564156,53.81,96.42
99.95,0.32,99.2,0.11,99.89,4824.41,1.59,0.54,1.59,0.63,1.87,0.63,91.33,0,158.42,0.6,0.07,0,0.05,0.01,3.08,0.14,680.61,9.49,0.07,4.84,4.57,0.65,0.03,0.04,0.58,8.72,0.04,4.69,3.99,75479221,51933276,68.8,96.72
99.95,0.31,99.19,0.11,99.89,4823.46,1.54,0.55,1.54,0.65,1.82,0.65,88.59,0,176.52,0.87,0.05,0,0.03,0.01,1.47,0.05,684.35,2.29,0.04,1.5,0.72,0.49,0.01,0.02,0.46,1.77,0.03,1.49,0.25,47394415,20510207,43.28,97.3
99.95,0.37,99.14,0.12,99.88,4824.37,1.53,0.51,1.54,0.65,1.96,0.65,88.27,0,176.03,0.91,0.05,0,0.03,0,1.46,0.05,688.45,2.17,0.04,1.42,0.7,0.48,0.01,0.02,0.45,1.67,0.03,1.4,0.24,46849666,21728385,46.38,98.02
99.94,0.33,99.18,0.12,99.88,4824.73,1.55,0.54,1.55,0.65,1.86,0.65,89.06,0,176.99,0.8,0.05,0,0.04,0.01,1.51,0.05,680.55,2.29,0.04,1.52,0.71,0.5,0.01,0.02,0.46,1.76,0.03,1.49,0.25,46631429,20499136,43.96,96.98
99.95,0.38,99.13,0.13,99.87,4825.3,1.54,0.52,1.54,0.65,1.92,0.65,88.57,0,176.59,0.9,0.04,0,0.04,0.01,1.54,0.06,684.65,2.26,0.05,1.49,0.71,0.5,0.02,0.02,0.46,1.77,0.05,1.47,0.26,47566384,21157685,44.48,98.14
99.95,0.37,99.13,0.13,99.87,4825.22,1.54,0.54,1.54,0.65,1.84,0.65,88.6,0,176.39,0.86,0.05,0,0.04,0.01,1.48,0.05,687.1,2.18,0.04,1.46,0.68,0.48,0.01,0.02,0.45,1.71,0.03,1.45,0.23,46121964,21100595,45.75,97.05
99.95,0.36,99.15,0.12,99.88,4824.01,1.54,0.53,1.55,0.65,1.88,0.65,88.89,0,176.81,0.84,0.05,0,0.04,0.01,1.53,0.06,681.94,2.38,0.05,1.55,0.74,0.51,0.01,0.02,0.47,1.83,0.03,1.53,0.27,47020708,20822111,44.28,96.57
99.95,0.44,99.07,0.14,99.86,4824.31,1.53,0.47,1.54,0.65,2.13,0.65,88.26,0,173.98,0.89,0.05,0,0.04,0.01,1.73,0.07,687.66,2.99,0.05,1.83,1.11,0.51,0.01,0.02,0.47,2.44,0.03,1.78,0.64,50947702,26021970,51.08,97.07
99.95,0.41,99.1,0.14,99.86,4822.72,1.57,0.55,1.57,0.64,1.82,0.64,90.34,0,168.22,0.68,0.06,0,0.04,0.01,2.31,0.1,678.66,5.72,0.06,3.09,2.53,0.57,0.02,0.03,0.52,5.03,0.03,2.99,2.01,60874122,35725014,58.69,96.18
99.95,0.33,99.19,0.11,99.89,4823.77,1.58,0.53,1.58,0.63,1.89,0.63,90.73,0,161.76,0.65,0.06,0,0.05,0.01,2.87,0.13,682.29,8.19,0.05,4.32,3.81,0.61,0.02,0.04,0.55,7.46,0.03,4.17,3.26,70237224,46741313,66.55,96.58
99.95,0.3,99.21,0.11,99.89,4824.84,1.54,0.57,1.54,0.65,1.75,0.65,88.53,0,176.33,0.87,0.04,0,0.03,0.01,1.48,0.05,686.6,2.24,0.04,1.45,0.72,0.51,0.01,0.02,0.47,1.7,0.03,1.42,0.25,47197578,20718394,43.9,97.77
99.95,0.34,99.17,0.12,99.88,4825.3,1.54,0.54,1.54,0.65,1.85,0.65,88.73,0,176.42,0.88,0.05,0,0.03,0.01,1.47,0.05,685.31,2.25,0.04,1.5,0.71,0.48,0.01,0.02,0.45,1.77,0.03,1.48,0.26,46234534,20770968,44.93,97.85
