# started on Thu Oct 30 11:04:02 2025

<not counted>,,cpu_atom/instructions/,0,0.00,,
1342731636302,,cpu_core/instructions/,300202575540,100.00,2.11,insn per cycle
<not counted>,,cpu_atom/cpu-cycles/,0,0.00,,
637256976989,,cpu_core/cpu-cycles/,300202575540,100.00,,
