# started on Thu Oct 30 06:49:44 2025

180516643116,,cpu_atom/branch-instructions/,20422623983,10.00,,
123762105701,,cpu_core/branch-instructions/,176575362798,89.00,,
17655040,,cpu_atom/branch-misses/,20422623983,10.00,0.01,of all branches
115197101,,cpu_core/branch-misses/,176575362798,89.00,0.09,of all branches
